tempo,temp,h,vazao,vazaoideal,tempideal+
811,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
812,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
813,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
814,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
815,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
816,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
817,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
818,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
819,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
820,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
821,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
822,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
823,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
824,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
825,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
826,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
827,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
828,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
829,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
830,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
831,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
832,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
833,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
834,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
835,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
836,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
837,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
838,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
839,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
840,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
841,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
842,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
843,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
844,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
845,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
846,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
847,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
848,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
849,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
850,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
851,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
852,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
853,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
854,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
855,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
856,57.001489372059204,91.80038459462685,0.08483601919125357,0.084, 57.0
857,57.00148937205919,91.80038459462685,0.08483601919125358,0.084, 57.0
858,57.0014893720592,91.8003845946268,0.08483601919125358,0.084, 57.0
859,57.00148937205921,91.80038459462678,0.08483601919125355,0.084, 57.0
860,57.00148937205921,91.80038459462679,0.08483601919125354,0.084, 57.0
861,57.001489372059204,91.80038459462682,0.08483601919125355,0.084, 57.0
862,57.00148937205921,91.80038459462683,0.08483601919125357,0.084, 57.0
